ymd,date,conNum,susNum,cureNum,deathNum,econNum,locAsymNum,locIncrNum,asymptomNum,conadd,cureadd,deathadd,susadd,asymptomadd,province
2021-10-20,10.20,68305,,63784,4512,9,,,4,2,0,0,0,0,hubei
2021-10-21,10.21,68305,,63784,4512,9,,,4,0,0,0,0,0,hubei
2021-10-22,10.22,68305,,63784,4512,9,,,5,0,0,0,0,1,hubei
2021-10-23,10.23,68305,,63784,4512,9,,,5,0,0,0,0,0,hubei
2021-10-24,10.24,68305,,63784,4512,9,,,5,0,0,0,0,0,hubei
2021-10-25,10.25,68305,,63784,4512,9,,,3,0,0,0,0,-2,hubei
2021-10-26,10.26,68305,,63784,4512,9,,,6,0,0,0,0,3,hubei
2021-10-27,10.27,68306,,63784,4512,10,,,9,1,0,0,0,3,hubei
2021-10-28,10.28,68306,,63784,4512,10,,,10,0,0,0,0,1,hubei
2021-10-29,10.29,68308,,63784,4512,12,,,14,2,0,0,0,4,hubei
2021-10-30,10.30,68309,,63784,4512,13,,,14,1,0,0,0,0,hubei
2021-10-31,10.31,68309,,63785,4512,12,,,14,0,1,0,0,0,hubei
2021-11-01,11.01,68309,,63785,4512,12,,,14,0,0,0,0,0,hubei
2021-11-02,11.02,68309,,63785,4512,12,,,13,0,0,0,0,-1,hubei
2021-11-03,11.03,68309,,63785,4512,12,,,14,0,0,0,0,1,hubei
2021-11-04,11.04,68309,,63786,4512,11,,,14,0,1,0,0,0,hubei
2021-11-05,11.05,68309,,63786,4512,11,,,11,0,0,0,0,-3,hubei
2021-11-06,11.06,68309,,63787,4512,10,,,12,0,1,0,0,1,hubei
2021-11-07,11.07,68309,,63787,4512,10,,,13,0,0,0,0,1,hubei
2021-11-08,11.08,68309,,63793,4512,4,,,13,0,6,0,0,0,hubei
2021-11-09,11.09,68309,,63793,4512,4,,,16,0,0,0,0,3,hubei
2021-11-10,11.10,68311,,63793,4512,6,,,18,2,0,0,0,2,hubei
2021-11-11,11.11,68311,,63793,4512,6,,,19,0,0,0,0,1,hubei
2021-11-12,11.12,68311,,63793,4512,6,,,18,0,0,0,0,-1,hubei
2021-11-13,11.13,68311,,63793,4512,6,,,17,0,0,0,0,-1,hubei
2021-11-14,11.14,68311,,63793,4512,6,,,17,0,0,0,0,0,hubei
2021-11-15,11.15,68311,,63793,4512,6,,,15,0,0,0,0,-2,hubei
2021-11-16,11.16,68311,,63793,4512,6,,,15,0,0,0,0,0,hubei
2021-11-17,11.17,68311,,63793,4512,6,,,13,0,0,0,0,-2,hubei
2021-11-18,11.18,68311,,63794,4512,5,,,13,0,1,0,0,0,hubei
2021-11-19,11.19,68311,,63794,4512,5,,,9,0,0,0,0,-4,hubei
2021-11-20,11.20,68311,,63795,4512,4,,,7,0,1,0,0,-2,hubei
2021-11-21,11.21,68311,,63795,4512,4,,,5,0,0,0,0,-2,hubei
2021-11-22,11.22,68311,,63796,4512,3,,,4,0,1,0,0,-1,hubei
2021-11-23,11.23,68311,,63796,4512,3,,,5,0,0,0,0,1,hubei
2021-11-24,11.24,68311,,63796,4512,3,,,4,0,0,0,0,-1,hubei
2021-11-25,11.25,68311,,63796,4512,3,,,4,0,0,0,0,0,hubei
2021-11-26,11.26,68311,,63796,4512,3,,,4,0,0,0,0,0,hubei
2021-11-27,11.27,68311,,63797,4512,2,,,4,0,1,0,0,0,hubei
2021-11-28,11.28,68311,,63797,4512,2,,,4,0,0,0,0,0,hubei
2021-11-29,11.29,68311,,63797,4512,2,,,4,0,0,0,0,0,hubei
2021-11-30,11.30,68311,,63797,4512,2,,,4,0,0,0,0,0,hubei
2021-12-01,12.01,68311,,63798,4512,1,,,3,0,1,0,0,-1,hubei
2021-12-02,12.02,68311,,63798,4512,1,,,3,0,0,0,0,0,hubei
2021-12-03,12.03,68311,,63799,4512,0,,,0,0,1,0,0,-3,hubei
2021-12-04,12.04,68311,,63799,4512,0,,,0,0,0,0,0,0,hubei
2021-12-05,12.05,68311,,63799,4512,0,,,0,0,0,0,0,0,hubei
2021-12-06,12.06,68311,,63799,4512,0,,,0,0,0,0,0,0,hubei
2021-12-07,12.07,68311,,63799,4512,0,,,0,0,0,0,0,0,hubei
2021-12-08,12.08,68315,,63799,4512,4,,,0,4,0,0,0,0,hubei
2021-12-09,12.09,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-10,12.10,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-11,12.11,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-12,12.12,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-13,12.13,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-14,12.14,68315,,63799,4512,4,,,0,0,0,0,0,0,hubei
2021-12-15,12.15,68316,,63799,4512,5,,,2,1,0,0,0,2,hubei
2021-12-16,12.16,68316,,63799,4512,5,,,2,0,0,0,0,0,hubei
2021-12-17,12.17,68316,,63801,4512,3,,,2,0,2,0,0,0,hubei
2021-12-18,12.18,68316,,63803,4512,1,,,5,0,2,0,0,3,hubei
2021-12-19,12.19,68316,,63803,4512,1,,,5,0,0,0,0,0,hubei
2021-12-20,12.20,68316,,63803,4512,1,,,5,0,0,0,0,0,hubei
2021-12-21,12.21,68316,,63803,4512,1,,,8,0,0,0,0,3,hubei
2021-12-22,12.22,68316,,63803,4512,1,,,8,0,0,0,0,0,hubei
2021-12-23,12.23,68316,,63803,4512,1,,,8,0,0,0,0,0,hubei
2021-12-24,12.24,68316,,63804,4512,0,,,7,0,1,0,0,-1,hubei
2021-12-25,12.25,68316,,63804,4512,0,,,7,0,0,0,0,0,hubei
2021-12-26,12.26,68316,,63804,4512,0,,,7,0,0,0,0,0,hubei
2021-12-27,12.27,68316,,63804,4512,0,,,5,0,0,0,0,-2,hubei
2021-12-28,12.28,68316,,63804,4512,0,,,4,0,0,0,0,-1,hubei
2021-12-29,12.29,68317,,63804,4512,1,,,4,1,0,0,0,0,hubei
2021-12-30,12.30,68317,,63804,4512,1,,,4,0,0,0,0,0,hubei
2021-12-31,12.31,68317,,63804,4512,1,,,1,0,0,0,0,-3,hubei
2022-01-01,01.01,68317,,63804,4512,1,,,8,0,0,0,0,7,hubei
2022-01-02,01.02,68317,,63804,4512,1,,,8,0,0,0,0,0,hubei
2022-01-03,01.03,68317,,63804,4512,1,,,15,0,0,0,0,7,hubei
2022-01-04,01.04,68319,,63804,4512,3,,,24,2,0,0,0,9,hubei
2022-01-05,01.05,68319,,63804,4512,3,,,24,0,0,0,0,0,hubei
2022-01-06,01.06,68320,,63804,4512,4,,,24,1,0,0,0,0,hubei
2022-01-07,01.07,68320,,63804,4512,4,,,29,0,0,0,0,5,hubei
2022-01-08,01.08,68320,,63804,4512,4,,,29,0,0,0,0,0,hubei
2022-01-09,01.09,68320,,63804,4512,4,,,31,0,0,0,0,2,hubei
2022-01-10,01.10,68320,,63804,4512,4,,,30,0,0,0,0,-1,hubei
2022-01-11,01.11,68320,,63804,4512,4,,,30,0,0,0,0,0,hubei
2022-01-12,01.12,68320,,63804,4512,4,,,23,0,0,0,0,-7,hubei
2022-01-13,01.13,68320,,63804,4512,4,,,23,0,0,0,0,0,hubei
2022-01-14,01.14,68320,,63804,4512,4,,0,22,0,0,0,0,-1,hubei
2022-01-15,01.15,68320,,63804,4512,4,,,21,0,0,0,0,-1,hubei
2022-01-16,01.16,68320,,63804,4512,4,,0,14,0,0,0,0,-7,hubei
2022-01-17,01.17,68320,,63804,4512,4,,0,14,0,0,0,0,0,hubei
2022-01-18,01.18,68320,,63805,4512,3,,0,14,0,1,0,0,0,hubei
2022-01-19,01.19,68320,,63805,4512,3,,0,14,0,0,0,0,0,hubei
2022-01-20,01.20,68320,,63805,4512,3,,0,13,0,0,0,0,-1,hubei
2022-01-21,01.21,68320,,63805,4512,3,,0,13,0,0,0,0,0,hubei
2022-01-22,01.22,68320,,63805,4512,3,,0,12,0,0,0,0,-1,hubei
2022-01-23,01.23,68320,,63805,4512,3,,0,11,0,0,0,0,-1,hubei
2022-01-24,01.24,68320,,63805,4512,3,,0,10,0,0,0,0,-1,hubei
2022-01-25,01.25,68320,,63806,4512,2,,0,10,0,1,0,0,0,hubei
2022-01-26,01.26,68320,,63806,4512,2,,0,9,0,0,0,0,-1,hubei
2022-01-27,01.27,68320,,63806,4512,2,,0,9,0,0,0,0,0,hubei
2022-01-28,01.28,68320,,63807,4512,1,,0,8,0,1,0,0,-1,hubei
2022-01-29,01.29,68320,,63807,4512,1,,0,8,0,0,0,0,0,hubei
2022-01-30,01.30,68320,,63807,4512,1,,0,8,0,0,0,0,0,hubei
2022-01-31,01.31,68320,,63807,4512,1,,0,6,0,0,0,0,-2,hubei
2022-02-01,02.01,68320,,63807,4512,1,,0,4,0,0,0,0,-2,hubei
2022-02-02,02.02,68320,,63807,4512,1,,0,3,0,0,0,0,-1,hubei
2022-02-03,02.03,68320,,63807,4512,1,,0,2,0,0,0,0,-1,hubei
2022-02-04,02.04,68320,,63807,4512,1,,0,2,0,0,0,0,0,hubei
2022-02-05,02.05,68320,,63807,4512,1,,0,2,0,0,0,0,0,hubei
2022-02-06,02.06,68320,,63808,4512,0,,0,2,0,1,0,0,0,hubei
2022-02-07,02.07,68320,,63808,4512,0,,0,3,0,0,0,0,1,hubei
2022-02-08,02.08,68320,,63808,4512,0,,0,3,0,0,0,0,0,hubei
2022-02-09,02.09,68320,,63808,4512,0,,0,3,0,0,0,0,0,hubei
2022-02-10,02.10,68320,,63808,4512,0,,0,3,0,0,0,0,0,hubei
2022-02-11,02.11,68320,,63808,4512,0,,0,2,0,0,0,0,-1,hubei
2022-02-12,02.12,68320,,63808,4512,0,,0,2,0,0,0,0,0,hubei
2022-02-13,02.13,68320,,63808,4512,0,,0,2,0,0,0,0,0,hubei
2022-02-14,02.14,68320,,63808,4512,0,,0,2,0,0,0,0,0,hubei
2022-02-15,02.15,68320,,63808,4512,0,,0,2,0,0,0,0,0,hubei
2022-02-16,02.16,68320,,63808,4512,0,,0,6,0,0,0,0,4,hubei
2022-02-17,02.17,68320,,63808,4512,0,,0,6,0,0,0,0,0,hubei
2022-02-18,02.18,68320,,63808,4512,0,,0,6,0,0,0,0,0,hubei
2022-02-19,02.19,68321,,63808,4512,1,,0,7,1,0,0,0,1,hubei
2022-02-20,02.20,68321,,63808,4512,1,,0,9,0,0,0,0,2,hubei
2022-02-21,02.21,68325,,63808,4512,5,,4,9,4,0,0,0,0,hubei
2022-02-22,02.22,68330,,63808,4512,10,,5,14,5,0,0,0,5,hubei
2022-02-23,02.23,68344,,63808,4512,24,,10,19,14,0,0,0,5,hubei
2022-02-24,02.24,68347,,63808,4512,27,,2,23,3,0,0,0,4,hubei
2022-02-25,02.25,68347,,63808,4512,27,,0,23,0,0,0,0,0,hubei
2022-02-26,02.26,68349,,63808,4512,29,,0,22,2,0,0,0,-1,hubei
2022-02-27,02.27,68354,,63808,4512,34,,5,22,5,0,0,0,0,hubei
2022-02-28,02.28,68357,,63808,4512,37,,2,22,3,0,0,0,0,hubei
2022-03-01,03.01,68367,,63808,4512,47,,0,22,10,0,0,0,0,hubei
2022-03-02,03.02,68373,,63808,4512,53,,4,23,6,0,0,0,1,hubei
2022-03-03,03.03,68377,,63808,4512,57,,4,22,4,0,0,0,-1,hubei
2022-03-04,03.04,68378,,63808,4512,58,,1,23,1,0,0,0,1,hubei
2022-03-05,03.05,68378,,63808,4512,58,,0,24,0,0,0,0,1,hubei
2022-03-06,03.06,68380,,63808,4512,60,,2,24,2,0,0,0,0,hubei
2022-03-07,03.07,68380,,63808,4512,60,,0,22,0,0,0,0,-2,hubei
2022-03-08,03.08,68380,,63808,4512,60,,0,21,0,0,0,0,-1,hubei
2022-03-09,03.09,68380,,63808,4512,60,,0,21,0,0,0,0,0,hubei
2022-03-10,03.10,68384,,63818,4512,54,,0,28,4,10,0,0,7,hubei
2022-03-11,03.11,68386,,63818,4512,56,,0,26,2,0,0,0,-2,hubei
2022-03-12,03.12,68386,,63823,4512,51,,0,25,0,5,0,0,-1,hubei
2022-03-13,03.13,68386,,63833,4512,41,,0,19,0,10,0,0,-6,hubei
2022-03-14,03.14,68387,,63837,4512,38,,0,19,1,4,0,0,0,hubei
2022-03-15,03.15,68388,,63840,4512,36,,1,16,1,3,0,0,-3,hubei
2022-03-16,03.16,68388,,63845,4512,31,,0,14,0,5,0,0,-2,hubei
2022-03-17,03.17,68388,,63855,4512,21,,0,12,0,10,0,0,-2,hubei
2022-03-18,03.18,68388,,63864,4512,12,,0,8,0,9,0,0,-4,hubei
2022-03-19,03.19,68391,,63866,4512,13,,0,28,3,2,0,0,20,hubei
2022-03-20,03.20,68391,,63868,4512,11,,0,28,0,2,0,0,0,hubei
2022-03-21,03.21,68391,,63869,4512,10,,0,28,0,1,0,0,0,hubei
2022-03-22,03.22,68391,,63870,4512,9,,0,30,0,1,0,0,2,hubei
2022-03-23,03.23,68391,,63870,4512,9,,0,31,0,0,0,0,1,hubei
2022-03-24,03.24,68391,,63870,4512,9,,0,31,0,0,0,0,0,hubei
2022-03-25,03.25,68391,,63870,4512,9,,0,31,0,0,0,0,0,hubei
2022-03-26,03.26,68391,,63870,4512,9,,0,31,0,0,0,0,0,hubei
2022-03-27,03.27,68391,,63870,4512,9,,0,32,0,0,0,0,1,hubei
2022-03-28,03.28,68391,,63871,4512,8,,0,32,0,1,0,0,0,hubei
2022-03-29,03.29,68391,,63873,4512,6,,0,15,0,2,0,0,-17,hubei
2022-03-30,03.30,68391,,63873,4512,6,,0,20,0,0,0,0,5,hubei
2022-03-31,03.31,68391,,63873,4512,6,,0,24,0,0,0,0,4,hubei
2022-04-01,04.01,68391,,63874,4512,5,,0,34,0,1,0,0,10,hubei
2022-04-02,04.02,68391,,63874,4512,5,,0,52,0,0,0,0,18,hubei
2022-04-03,04.03,68391,,63875,4512,4,,0,59,0,1,0,0,7,hubei
2022-04-04,04.04,68391,,63875,4512,4,,0,75,0,0,0,0,16,hubei
2022-04-05,04.05,68391,,63875,4512,4,,0,81,0,0,0,0,6,hubei
2022-04-06,04.06,68391,,63876,4512,3,,0,85,0,1,0,0,4,hubei
2022-04-07,04.07,68391,,63876,4512,3,,0,87,0,0,0,0,2,hubei
2022-04-08,04.08,68391,,63876,4512,3,,0,89,0,0,0,0,2,hubei
2022-04-09,04.09,68392,,63876,4512,4,,1,103,1,0,0,0,14,hubei
2022-04-10,04.10,68392,,63877,4512,3,,0,135,0,1,0,0,32,hubei
2022-04-11,04.11,68393,,63877,4512,4,,1,169,1,0,0,0,34,hubei
2022-04-12,04.12,68394,,63879,4512,3,,1,209,1,2,0,0,40,hubei
2022-04-13,04.13,68394,,63879,4512,3,,0,244,0,0,0,0,35,hubei
2022-04-14,04.14,68395,,63879,4512,4,,1,269,1,0,0,0,25,hubei
2022-04-15,04.15,68395,,63879,4512,4,,0,302,0,0,0,0,33,hubei
2022-04-16,04.16,68395,,63879,4512,4,12,0,302,0,0,0,0,0,hubei
2022-04-17,04.17,68395,,63879,4512,4,11,0,302,0,0,0,0,0,hubei
2022-04-18,04.18,68396,,63879,4512,5,13,1,302,1,0,0,0,0,hubei
2022-04-19,04.19,68396,,63880,4512,4,4,0,302,0,1,0,0,0,hubei
2022-04-20,04.20,68396,,63880,4512,4,3,0,302,0,0,0,0,0,hubei
2022-04-21,04.21,68396,,63880,4512,4,0,0,302,0,0,0,0,0,hubei
2022-04-22,04.22,68397,,63880,4512,5,2,1,302,1,0,0,0,0,hubei
2022-04-23,04.23,68398,,63881,4512,5,3,1,302,1,1,0,0,0,hubei
2022-04-24,04.24,68398,,63881,4512,5,2,0,302,0,0,0,0,0,hubei
2022-04-25,04.25,68398,,63881,4512,5,3,0,302,0,0,0,0,0,hubei
2022-04-26,04.26,68398,,63881,4512,5,2,0,302,0,0,0,0,0,hubei
2022-04-27,04.27,68398,,63881,4512,5,0,0,302,0,0,0,0,0,hubei
2022-04-28,04.28,68398,,63881,4512,5,7,0,302,0,0,0,0,0,hubei
2022-04-29,04.29,68398,,63881,4512,5,1,0,302,0,0,0,0,0,hubei
2022-04-30,04.30,68398,,63882,4512,4,0,0,302,0,1,0,0,0,hubei
2022-05-01,05.01,68398,,63882,4512,4,0,0,302,0,0,0,0,0,hubei
2022-05-02,05.02,68398,,63882,4512,4,0,0,302,0,0,0,0,0,hubei
2022-05-03,05.03,68398,,63883,4512,3,1,0,302,0,1,0,0,0,hubei
2022-05-04,05.04,68398,,63884,4512,2,1,0,302,0,1,0,0,0,hubei
2022-05-05,05.05,68398,,63884,4512,2,0,0,302,0,0,0,0,0,hubei
2022-05-06,05.06,68398,,63884,4512,2,0,0,302,0,0,0,0,0,hubei
2022-05-07,05.07,68398,,63884,4512,2,1,0,302,0,0,0,0,0,hubei
2022-05-08,05.08,68398,,63884,4512,2,0,0,302,0,0,0,0,0,hubei
2022-05-09,05.09,68398,,63885,4512,1,0,0,302,0,1,0,0,0,hubei
2022-05-10,05.10,68398,,63885,4512,1,2,0,302,0,0,0,0,0,hubei
2022-05-11,05.11,68398,,63885,4512,1,0,0,302,0,0,0,0,0,hubei
2022-05-12,05.12,68398,,63885,4512,1,0,0,302,0,0,0,0,0,hubei
2022-05-13,05.13,68398,,63886,4512,0,1,0,302,0,1,0,0,0,hubei
2022-05-14,05.14,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-15,05.15,68398,,63886,4512,0,4,0,302,0,0,0,0,0,hubei
2022-05-16,05.16,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-17,05.17,68398,,63886,4512,0,1,0,302,0,0,0,0,0,hubei
2022-05-18,05.18,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-19,05.19,68398,,63886,4512,0,1,0,302,0,0,0,0,0,hubei
2022-05-20,05.20,68398,,63886,4512,0,1,0,302,0,0,0,0,0,hubei
2022-05-21,05.21,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-22,05.22,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-23,05.23,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-24,05.24,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-25,05.25,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-26,05.26,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-27,05.27,68398,,63886,4512,0,0,0,302,0,0,0,0,0,hubei
2022-05-28,05.28,68399,,63886,4512,1,0,1,302,1,0,0,0,0,hubei
2022-05-29,05.29,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-05-30,05.30,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-05-31,05.31,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-01,06.01,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-02,06.02,68399,,63886,4512,1,,,302,0,0,0,0,0,hubei
2022-06-03,06.03,68399,,63886,4512,1,,,302,0,0,0,0,0,hubei
2022-06-04,06.04,68399,,63886,4512,1,,,302,0,0,0,0,0,hubei
2022-06-05,06.05,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-06,06.06,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-07,06.07,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-08,06.08,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-09,06.09,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-10,06.10,68399,,63886,4512,1,0,0,302,0,0,0,0,0,hubei
2022-06-11,06.11,68399,,63886,4512,1,,,302,0,0,0,0,0,hubei
2022-06-12,06.12,68399,,63887,4512,0,0,0,302,0,1,0,0,0,hubei
2022-06-13,06.13,68399,,63887,4512,0,0,0,302,0,0,0,0,0,hubei
2022-06-14,06.14,68399,,63887,4512,0,0,0,302,0,0,0,0,0,hubei
2022-06-15,06.15,68399,,63887,4512,0,0,0,302,0,0,0,0,0,hubei
2022-06-16,06.16,68400,,63887,4512,1,0,0,302,1,0,0,0,0,hubei
2022-06-17,06.17,68401,,63887,4512,2,,,302,1,0,0,0,0,hubei
2022-06-18,06.18,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-19,06.19,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-20,06.20,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-21,06.21,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-22,06.22,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-23,06.23,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-24,06.24,68401,,63887,4512,2,0,0,302,0,0,0,0,0,hubei
2022-06-25,06.25,68401,,63887,4512,2,,,302,0,0,0,0,0,hubei
2022-06-26,06.26,68402,,63887,4512,3,0,0,302,1,0,0,0,0,hubei
2022-06-27,06.27,68402,,63887,4512,3,0,0,302,0,0,0,0,0,hubei
2022-06-28,06.28,68402,,63887,4512,3,0,0,302,0,0,0,0,0,hubei
2022-06-29,06.29,68402,,63887,4512,3,0,0,302,0,0,0,0,0,hubei
2022-06-30,06.30,68402,,63887,4512,3,2,0,302,0,0,0,0,0,hubei
2022-07-01,07.01,68402,,63887,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-02,07.02,68402,,63888,4512,2,0,0,302,0,1,0,0,0,hubei
2022-07-03,07.03,68402,,63888,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-04,07.04,68403,,63888,4512,3,0,0,302,1,0,0,0,0,hubei
2022-07-05,07.05,68403,,63888,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-06,07.06,68403,,63888,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-07,07.07,68403,,63888,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-08,07.08,68403,,63889,4512,2,,,302,0,1,0,0,0,hubei
2022-07-09,07.09,68403,,63889,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-10,07.10,68403,,63889,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-11,07.11,68403,,63889,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-12,07.12,68403,,63889,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-13,07.13,68403,,63889,4512,2,,,302,0,0,0,0,0,hubei
2022-07-14,07.14,68403,,63889,4512,2,0,0,302,0,0,0,0,0,hubei
2022-07-15,07.15,68404,,63889,4512,3,0,0,302,1,0,0,0,0,hubei
2022-07-16,07.16,68405,,63890,4512,3,0,0,302,1,1,0,0,0,hubei
2022-07-17,07.17,68405,,63890,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-18,07.18,68406,,63890,4512,4,0,0,302,1,0,0,0,0,hubei
2022-07-19,07.19,68406,,63891,4512,3,0,0,302,0,1,0,0,0,hubei
2022-07-20,07.20,68406,,63891,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-21,07.21,68406,,63891,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-22,07.22,68406,,63891,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-23,07.23,68406,,63891,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-24,07.24,68406,,63891,4512,3,0,0,302,0,0,0,0,0,hubei
2022-07-25,07.25,68407,,63891,4512,4,0,0,302,1,0,0,0,0,hubei
2022-07-26,07.26,68407,,63891,4512,4,4,0,302,0,0,0,0,0,hubei
2022-07-27,07.27,68407,,63891,4512,4,2,0,302,0,0,0,0,0,hubei
2022-07-28,07.28,68407,,63891,4512,4,0,0,302,0,0,0,0,0,hubei
2022-07-29,07.29,68408,,63891,4512,5,0,0,302,1,0,0,0,0,hubei
2022-07-30,07.30,68408,,63894,4512,2,0,0,302,0,3,0,0,0,hubei
2022-07-31,07.31,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-01,08.01,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-02,08.02,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-03,08.03,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-04,08.04,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-05,08.05,68408,,63894,4512,2,0,0,302,0,0,0,0,0,hubei
2022-08-06,08.06,68408,,63895,4512,1,0,0,302,0,1,0,0,0,hubei
2022-08-07,08.07,68409,,63895,4512,2,9,1,302,1,0,0,0,0,hubei
2022-08-08,08.08,68409,,63895,4512,2,4,0,302,0,0,0,0,0,hubei
2022-08-09,08.09,68410,,63895,4512,3,24,1,302,1,0,0,0,0,hubei
2022-08-10,08.10,68410,,63895,4512,3,8,0,302,0,0,0,0,0,hubei
2022-08-11,08.11,68410,,63896,4512,2,6,0,302,0,1,0,0,0,hubei
2022-08-12,08.12,68410,,63896,4512,2,9,0,302,0,0,0,0,0,hubei
2022-08-13,08.13,68411,,63896,4512,3,3,1,302,1,0,0,0,0,hubei
2022-08-14,08.14,68411,,63896,4512,3,10,0,302,0,0,0,0,0,hubei
2022-08-15,08.15,68411,,63896,4512,3,11,0,302,0,0,0,0,0,hubei
2022-08-16,08.16,68411,,63896,4512,3,6,0,302,0,0,0,0,0,hubei
2022-08-17,08.17,68411,,63896,4512,3,0,0,302,0,0,0,0,0,hubei
2022-08-18,08.18,68411,,63897,4512,2,14,0,302,0,1,0,0,0,hubei
2022-08-19,08.19,68412,,63897,4512,3,14,1,302,1,0,0,0,0,hubei
2022-08-20,08.20,68413,,63897,4512,4,15,1,302,1,0,0,0,0,hubei
2022-08-21,08.21,68414,,63897,4512,5,10,1,302,1,0,0,0,0,hubei
2022-08-22,08.22,68418,,63897,4512,9,8,3,302,4,0,0,0,0,hubei
2022-08-23,08.23,68420,,63897,4512,11,9,2,302,2,0,0,0,0,hubei
2022-08-24,08.24,68421,,63898,4512,11,12,1,302,1,1,0,0,0,hubei
2022-08-25,08.25,68421,,63899,4512,10,13,0,302,0,1,0,0,0,hubei
2022-08-26,08.26,68422,,63899,4512,11,15,1,302,1,0,0,0,0,hubei
2022-08-27,08.27,68422,,63899,4512,11,12,0,302,0,0,0,0,0,hubei
2022-08-28,08.28,68422,,63899,4512,11,27,0,302,0,0,0,0,0,hubei
2022-08-29,08.29,68422,,63899,4512,11,32,0,302,0,0,0,0,0,hubei
2022-08-30,08.30,68423,,63899,4512,12,27,1,302,1,0,0,0,0,hubei
2022-08-31,08.31,68424,,63900,4512,12,31,1,302,1,1,0,0,0,hubei
2022-09-01,09.01,68424,,63900,4512,12,20,0,302,0,0,0,0,0,hubei
2022-09-02,09.02,68426,,63901,4512,13,25,2,302,2,1,0,0,0,hubei
2022-09-03,09.03,68426,,63904,4512,10,16,0,302,0,3,0,0,0,hubei
2022-09-04,09.04,68426,,63905,4512,9,18,0,302,0,1,0,0,0,hubei
2022-09-05,09.05,68426,,63907,4512,7,15,0,302,0,2,0,0,0,hubei
2022-09-06,09.06,68426,,63908,4512,6,7,0,302,0,1,0,0,0,hubei
2022-09-07,09.07,68426,,63908,4512,6,12,0,302,0,0,0,0,0,hubei
2022-09-08,09.08,68426,,63910,4512,4,12,0,302,0,2,0,0,0,hubei
2022-09-09,09.09,68427,,63910,4512,5,39,1,302,1,0,0,0,0,hubei
2022-09-10,09.10,68427,,63910,4512,5,45,0,302,0,0,0,0,0,hubei
2022-09-11,09.11,68427,,63910,4512,5,38,0,302,0,0,0,0,0,hubei
2022-09-12,09.12,68427,,63912,4512,3,32,0,302,0,2,0,0,0,hubei
2022-09-13,09.13,68427,,63912,4512,3,18,0,302,0,0,0,0,0,hubei
