ymd,date,conNum,susNum,cureNum,deathNum,econNum,locAsymNum,locIncrNum,asymptomNum,conadd,cureadd,deathadd,susadd,asymptomadd,province
2020-01-22,01.22,1,,,,1,,,0,0,0,0,0,0,anhui
2020-01-23,01.23,15,,,,15,,,0,14,0,0,0,0,anhui
2020-01-24,01.24,39,,,,39,,,0,24,0,0,0,0,anhui
2020-01-25,01.25,60,,,,60,,,0,21,0,0,0,0,anhui
2020-01-26,01.26,70,,,,70,,,0,10,0,0,0,0,anhui
2020-01-27,01.27,106,,,,106,,,0,36,0,0,0,0,anhui
2020-01-28,01.28,152,,,,152,,,0,46,0,0,0,0,anhui
2020-01-29,01.29,200,,2,,198,,,0,48,2,0,0,0,anhui
2020-01-30,01.30,237,,3,,234,,,0,37,1,0,0,0,anhui
2020-01-31,01.31,297,,3,,294,,,0,60,0,0,0,0,anhui
2020-02-01,02.01,340,,5,,335,,,0,43,2,0,0,0,anhui
2020-02-02,02.02,408,,7,,401,,,0,68,2,0,0,0,anhui
2020-02-03,02.03,480,,14,,466,,,0,72,7,0,0,0,anhui
2020-02-04,02.04,530,,20,,510,,,0,50,6,0,0,0,anhui
2020-02-05,02.05,591,,23,,568,,,0,61,3,0,0,0,anhui
2020-02-06,02.06,665,,34,,631,,,0,74,11,0,0,0,anhui
2020-02-07,02.07,733,,47,,686,,,0,68,13,0,0,0,anhui
2020-02-08,02.08,779,,59,1,719,,,0,46,12,1,0,0,anhui
2020-02-09,02.09,830,,73,3,754,,,0,51,14,2,0,0,anhui
2020-02-10,02.10,860,,88,4,768,,,0,30,15,1,0,0,anhui
2020-02-11,02.11,889,,108,4,777,,,0,29,20,0,0,0,anhui
2020-02-12,02.12,910,,128,5,777,,,0,21,20,1,0,0,anhui
2020-02-13,02.13,934,,166,6,762,,,0,24,38,1,0,0,anhui
2020-02-14,02.14,950,,198,6,746,,,0,16,32,0,0,0,anhui
2020-02-15,02.15,962,,232,6,724,,,0,12,34,0,0,0,anhui
2020-02-16,02.16,973,,266,6,701,,,0,11,34,0,0,0,anhui
2020-02-17,02.17,982,,293,6,683,,,0,9,27,0,0,0,anhui
2020-02-18,02.18,986,,361,6,619,,,0,4,68,0,0,0,anhui
2020-02-19,02.19,987,,424,6,557,,,0,1,63,0,0,0,anhui
2020-02-20,02.20,988,,500,6,482,,,0,1,76,0,0,0,anhui
2020-02-21,02.21,989,,567,6,416,,,0,1,67,0,0,0,anhui
2020-02-22,02.22,989,,620,6,363,,,0,0,53,0,0,0,anhui
2020-02-23,02.23,989,,648,6,335,,,0,0,28,0,0,0,anhui
2020-02-24,02.24,989,,692,6,291,,,0,0,44,0,0,0,anhui
2020-02-25,02.25,989,,727,6,256,,,0,0,35,0,0,0,anhui
2020-02-26,02.26,989,,764,6,219,,,0,0,37,0,0,0,anhui
2020-02-27,02.27,990,,814,6,170,,,0,1,50,0,0,0,anhui
2020-02-28,02.28,990,,842,6,142,,,0,0,28,0,0,0,anhui
2020-02-29,02.29,990,,868,6,116,,,0,0,26,0,0,0,anhui
2020-03-01,03.01,990,,888,6,96,,,0,0,20,0,0,0,anhui
2020-03-02,03.02,990,,917,6,67,,,0,0,29,0,0,0,anhui
2020-03-03,03.03,990,,941,6,43,,,0,0,24,0,0,0,anhui
2020-03-04,03.04,990,,956,6,28,,,0,0,15,0,0,0,anhui
2020-03-05,03.05,990,,970,6,14,,,0,0,14,0,0,0,anhui
2020-03-06,03.06,990,,979,6,5,,,0,0,9,0,0,0,anhui
2020-03-07,03.07,990,,981,6,3,,,0,0,2,0,0,0,anhui
2020-03-08,03.08,990,,984,6,0,,,0,0,3,0,0,0,anhui
2020-03-09,03.09,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-10,03.10,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-11,03.11,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-12,03.12,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-13,03.13,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-14,03.14,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-15,03.15,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-16,03.16,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-17,03.17,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-18,03.18,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-19,03.19,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-20,03.20,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-21,03.21,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-22,03.22,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-23,03.23,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-24,03.24,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-25,03.25,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-26,03.26,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-27,03.27,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-28,03.28,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-29,03.29,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-30,03.30,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-03-31,03.31,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-04-01,04.01,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-04-02,04.02,990,,984,6,0,,,0,0,0,0,0,0,anhui
2020-04-03,04.03,990,,984,6,0,,,8,0,0,0,0,8,anhui
2020-04-04,04.04,990,,984,6,0,,,8,0,0,0,0,0,anhui
2020-04-05,04.05,990,,984,6,0,,,8,0,0,0,0,0,anhui
2020-04-06,04.06,990,,984,6,0,,,7,0,0,0,0,-1,anhui
2020-04-07,04.07,990,,984,6,0,,,7,0,0,0,0,0,anhui
2020-04-08,04.08,991,,984,6,1,,,5,1,0,0,0,-2,anhui
2020-04-09,04.09,991,,984,6,1,,,4,0,0,0,0,-1,anhui
2020-04-10,04.10,991,,984,6,1,,,4,0,0,0,0,0,anhui
2020-04-11,04.11,991,,984,6,1,,,3,0,0,0,0,-1,anhui
2020-04-12,04.12,991,,984,6,1,,,4,0,0,0,0,1,anhui
2020-04-13,04.13,991,,984,6,1,,,3,0,0,0,0,-1,anhui
2020-04-14,04.14,991,,984,6,1,,,3,0,0,0,0,0,anhui
2020-04-15,04.15,991,,984,6,1,,,3,0,0,0,0,0,anhui
2020-04-16,04.16,991,,984,6,1,,,3,0,0,0,0,0,anhui
2020-04-17,04.17,991,,984,6,1,,,3,0,0,0,0,0,anhui
2020-04-18,04.18,991,,984,6,1,,,2,0,0,0,0,-1,anhui
2020-04-19,04.19,991,,984,6,1,,,2,0,0,0,0,0,anhui
2020-04-20,04.20,991,,984,6,1,,,2,0,0,0,0,0,anhui
2020-04-21,04.21,991,,984,6,1,,,2,0,0,0,0,0,anhui
2020-04-22,04.22,991,,984,6,1,,,2,0,0,0,0,0,anhui
2020-04-23,04.23,991,,984,6,1,,,2,0,0,0,0,0,anhui
2020-04-24,04.24,991,,985,6,0,,,2,0,1,0,0,0,anhui
2020-04-25,04.25,991,,985,6,0,,,2,0,0,0,0,0,anhui
2020-04-26,04.26,991,,985,6,0,,,2,0,0,0,0,0,anhui
2020-04-27,04.27,991,,985,6,0,,,1,0,0,0,0,-1,anhui
2020-04-28,04.28,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-04-29,04.29,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-04-30,04.30,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-01,05.01,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-02,05.02,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-03,05.03,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-04,05.04,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-05,05.05,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-06,05.06,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-07,05.07,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-08,05.08,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-05-09,05.09,991,,985,6,0,,,0,0,0,0,0,-1,anhui
2020-05-10,05.10,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-11,05.11,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-12,05.12,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-13,05.13,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-14,05.14,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-15,05.15,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-16,05.16,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-17,05.17,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-18,05.18,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-19,05.19,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-20,05.20,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-21,05.21,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-22,05.22,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-23,05.23,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-24,05.24,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-25,05.25,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-26,05.26,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-27,05.27,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-28,05.28,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-29,05.29,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-30,05.30,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-05-31,05.31,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-01,06.01,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-02,06.02,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-03,06.03,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-04,06.04,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-05,06.05,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-06,06.06,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-07,06.07,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-08,06.08,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-09,06.09,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-10,06.10,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-11,06.11,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-12,06.12,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-13,06.13,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-14,06.14,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-15,06.15,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-16,06.16,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-17,06.17,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-18,06.18,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-19,06.19,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-20,06.20,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-21,06.21,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-22,06.22,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-23,06.23,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-24,06.24,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-25,06.25,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-26,06.26,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-27,06.27,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-28,06.28,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-29,06.29,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-06-30,06.30,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-01,07.01,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-02,07.02,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-03,07.03,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-04,07.04,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-05,07.05,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-06,07.06,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-07,07.07,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-08,07.08,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-09,07.09,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-10,07.10,991,,985,6,0,,,1,0,0,0,0,1,anhui
2020-07-11,07.11,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-12,07.12,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-13,07.13,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-14,07.14,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-15,07.15,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-16,07.16,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-17,07.17,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-18,07.18,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-19,07.19,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-20,07.20,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-21,07.21,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-22,07.22,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-23,07.23,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-07-24,07.24,991,,985,6,0,,,0,0,0,0,0,-1,anhui
2020-07-25,07.25,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-26,07.26,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-27,07.27,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-28,07.28,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-29,07.29,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-30,07.30,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-07-31,07.31,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-01,08.01,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-02,08.02,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-03,08.03,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-04,08.04,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-05,08.05,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-06,08.06,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-07,08.07,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-08,08.08,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-09,08.09,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-10,08.10,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-11,08.11,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-12,08.12,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-13,08.13,991,,985,6,0,,,0,0,0,0,0,0,anhui
2020-08-14,08.14,991,,985,6,0,,,1,0,0,0,0,1,anhui
2020-08-15,08.15,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-08-16,08.16,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-08-17,08.17,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-08-18,08.18,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-08-19,08.19,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-08-20,08.20,991,,985,6,0,,,2,0,0,0,0,1,anhui
2020-08-21,08.21,991,,985,6,0,,,2,0,0,0,0,0,anhui
2020-08-22,08.22,991,,985,6,0,,,3,0,0,0,0,1,anhui
2020-08-23,08.23,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-24,08.24,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-25,08.25,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-26,08.26,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-27,08.27,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-28,08.28,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-29,08.29,991,,985,6,0,,,3,0,0,0,0,0,anhui
2020-08-30,08.30,991,,985,6,0,,,2,0,0,0,0,-1,anhui
2020-08-31,08.31,991,,985,6,0,,,2,0,0,0,0,0,anhui
2020-09-01,09.01,991,,985,6,0,,,1,0,0,0,0,-1,anhui
2020-09-02,09.02,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-03,09.03,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-04,09.04,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-05,09.05,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-06,09.06,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-07,09.07,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-08,09.08,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-09,09.09,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-10,09.10,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-11,09.11,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-12,09.12,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-13,09.13,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-14,09.14,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-15,09.15,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-16,09.16,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-17,09.17,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-18,09.18,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-19,09.19,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-20,09.20,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-21,09.21,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-22,09.22,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-23,09.23,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-24,09.24,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-25,09.25,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-26,09.26,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-27,09.27,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-28,09.28,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-29,09.29,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-09-30,09.30,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-02,10.02,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-03,10.03,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-04,10.04,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-05,10.05,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-06,10.06,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-07,10.07,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-08,10.08,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-09,10.09,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-11,10.11,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-12,10.12,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-13,10.13,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-14,10.14,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-15,10.15,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-16,10.16,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-17,10.17,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-18,10.18,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-19,10.19,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-20,10.20,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-21,10.21,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-22,10.22,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-23,10.23,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-24,10.24,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-25,10.25,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-26,10.26,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-27,10.27,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-28,10.28,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-29,10.29,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-30,10.30,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-10-31,10.31,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-01,11.01,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-02,11.02,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-03,11.03,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-04,11.04,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-05,11.05,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-06,11.06,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-07,11.07,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-08,11.08,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-09,11.09,991,,985,6,0,,,1,0,0,0,0,0,anhui
2020-11-10,11.10,992,,985,6,1,,,1,1,0,0,0,0,anhui
2020-11-11,11.11,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-12,11.12,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-13,11.13,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-14,11.14,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-15,11.15,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-16,11.16,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-17,11.17,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-18,11.18,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-19,11.19,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-20,11.20,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-21,11.21,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-22,11.22,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-23,11.23,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-24,11.24,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-25,11.25,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-26,11.26,992,,985,6,1,,,1,0,0,0,0,0,anhui
2020-11-27,11.27,992,,986,6,0,,,1,0,1,0,0,0,anhui
2020-11-28,11.28,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-11-29,11.29,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-11-30,11.30,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-01,12.01,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-02,12.02,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-03,12.03,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-04,12.04,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-05,12.05,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-06,12.06,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-07,12.07,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-08,12.08,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-09,12.09,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-10,12.10,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-11,12.11,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-12,12.12,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-13,12.13,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-14,12.14,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-15,12.15,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-16,12.16,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-17,12.17,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-18,12.18,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-19,12.19,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-20,12.20,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-21,12.21,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-22,12.22,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-23,12.23,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-24,12.24,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-25,12.25,992,,986,6,0,,,1,0,0,0,0,0,anhui
2020-12-26,12.26,993,,986,6,1,,,1,1,0,0,0,0,anhui
2020-12-27,12.27,993,,986,6,1,,,1,0,0,0,0,0,anhui
2020-12-28,12.28,993,,986,6,1,,,1,0,0,0,0,0,anhui
2020-12-29,12.29,993,,986,6,1,,,1,0,0,0,0,0,anhui
2020-12-30,12.30,993,,986,6,1,,,1,0,0,0,0,0,anhui
2020-12-31,12.31,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-01,01.01,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-02,01.02,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-03,01.03,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-04,01.04,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-05,01.05,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-06,01.06,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-07,01.07,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-08,01.08,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-09,01.09,993,,986,6,1,,,1,0,0,0,0,0,anhui
2021-01-10,01.10,993,,987,6,0,,,1,0,1,0,0,0,anhui
2021-01-11,01.11,993,,987,6,0,,,0,0,0,0,0,-1,anhui
2021-01-12,01.12,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-13,01.13,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-14,01.14,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-15,01.15,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-16,01.16,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-17,01.17,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-18,01.18,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-19,01.19,993,,987,6,0,,,0,0,0,0,0,0,anhui
2021-01-20,01.20,993,,987,6,0,,,1,0,0,0,0,1,anhui
2021-01-21,01.21,994,,987,6,1,,,1,1,0,0,0,0,anhui
2021-01-22,01.22,994,,987,6,1,,,1,0,0,0,0,0,anhui
2021-01-23,01.23,994,,987,6,1,,,1,0,0,0,0,0,anhui
